EPAREGION	Site Name	State	County	NTL	PTL	MMI_WSABEST		
REGION_10	BRACKEN CREEK	WASHINGTON	FERRY	63	4	76.56307073		
REGION_10	CRAWFORD CREEK	WASHINGTON	YAKIMA	133	34	54.2379994		
REGION_10	INTAKE CREEK	WASHINGTON	KING	43	10	68.6507149		
REGION_10	BLACK CREEK	WASHINGTON	SNOHOMISH	89	1	42.99411456		
REGION_10	OAK CREEK	WASHINGTON	YAKIMA	150	47	58.83130482		
REGION_10	LITTLE CAMAS CREEK	WASHINGTON	CHELAN	228	17	17.67963248		
REGION_10	WILLAPA RIVER	WASHINGTON	PACIFIC	326	13	60.23076754		
REGION_10	SOUTH FORK TOATS COULEE CREEK	WASHINGTON	OKANOGAN	133	4	41.82716552		
REGION_10	QUINN CREEK	WASHINGTON	CLALLAM	201	27	8.96724797		
REGION_10	ROCKY BROOK	WASHINGTON	JEFFERSON	90	2	72.04244417		
REGION_10	SISSON CREEK	WASHINGTON	PACIFIC	229	16	39.15121077		
REGION_10	NINEMILE CREEK	WASHINGTON	FERRY	86	51	54.26267079		
REGION_10	MINNOW CREEK	WASHINGTON	CHELAN	36	3	79.38131607		
REGION_10	ICICLE CREEK	WASHINGTON	CHELAN	49	1	82.78523694		
REGION_10	RAINY CREEK	WASHINGTON	CHELAN	51	1	72.54202864		
REGION_10	INDIAN CREEK TRIBUTARY	WASHINGTON	CHELAN	50	2	67.62092718		
REGION_10	CULVER SPRINGS CREEK	WASHINGTON	CHELAN	38	1	33.44923137		
REGION_10	WHITEPINE CREEK	WASHINGTON	CHELAN	66	1	57.84168744		
REGION_10	LELAND CREEK	WASHINGTON	CHELAN	21	1	64.59350351		
REGION_10	WHITE RIVER	WASHINGTON	CHELAN	39	2	57.43060121		
REGION_10	MOUNTAINEER CREEK TRIBUTARY	WASHINGTON	CHELAN	64	2	33.8057128		
REGION_10	MEADOW CREEK	WASHINGTON	CHELAN	53	1	28.42200075		
REGION_10	GROUSE CREEK	WASHINGTON	CHELAN	75	5	56.47899894		
REGION_10	FRENCH CREEK	WASHINGTON	CHELAN	55	1	66.95297853		
REGION_10	PRATT RIVER	WASHINGTON	KING	95	2	74.39782809		
REGION_10	METHOW RIVER	WASHINGTON	OKANOGAN	118	1	81.08015242		
REGION_10	TRIBUTARY TO DUCKABUSH RIVER	WASHINGTON	JEFFERSON	46	1	55.93486587		
REGION_10	SANPOIL RIVER	WASHINGTON	FERRY	109	25	62.74684967		
REGION_10	COUGAR CREEK	WASHINGTON	COLUMBIA	143	44	73.0576413		
REGION_10	PINOCHIE CREEK	WASHINGTON	PIERCE	29	1	72.22092339		
REGION_10	NEZ PERCE CREEK	WASHINGTON	FERRY	144	22	70.19948028		
REGION_10	SKOOKUMCHUCK RIVER	WASHINGTON	LEWIS	43	2	73.8393342		
REGION_10	SALMON RIVER	WASHINGTON	JEFFERSON	80	5	60.02794508		
REGION_10	TRIB. SOUTH FORK TOUTLE RIVER	WASHINGTON	COWLITZ	300	13	64.29537538		
REGION_10	ALDER CREEK	WASHINGTON	CHELAN	15	3	32.82665028		
REGION_10	NORTH SHASER CREEK	WASHINGTON	CHELAN	23	1	68.83126489		
REGION_10	BEAVER CREEK	WASHINGTON	CHELAN	120	26	35.76133077		
REGION_10	LITTLE WENATCHEE RIVER	WASHINGTON	CHELAN	60	2	64.34246896		
REGION_10	TRIBUTARY ROCK CREEK	WASHINGTON	CHELAN	84	4	65.22335993		
REGION_10	INGALLS CREEK	WASHINGTON	CHELAN	38	1	51.24461997		
REGION_10	GLACIER CREEK	WASHINGTON	CHELAN	79	1	33.83222621		
REGION_10	JACK CREEK	WASHINGTON	CHELAN	45	1	76.12018522		
REGION_10	RAINY CREEK	WASHINGTON	CHELAN	45	2	57.3406535		
REGION_10	SOUTH FORK STILLIGUAMISH RIVER	WASHINGTON	SNOHOMISH	79	3	50.42518839		
REGION_10	WILLAME CREEK	WASHINGTON	LEWIS	35	2	71.62560868		
REGION_10	EAST FORK DICKEY RIVER	WASHINGTON	CLALLAM	100	7	56.61659154		
REGION_10	CHARLIE CREEK	WASHINGTON	GARFIELD	79	56	74.91439519		
REGION_10	SHELLNECK CREEK	WASHINGTON	YAKIMA	65	29	64.8070336		
REGION_10	NELSON CREEK	WASHINGTON	YAKIMA	28	9	67.83176168		
REGION_10	QUARTZ CREEK	WASHINGTON	SKAMANIA	46	3	45.87493662		
REGION_10	OHANAPECOSH RIVER	WASHINGTON	LEWIS	24	1	80.00452874		
REGION_10	TRIB DRY CREEK	WASHINGTON	WALLA WALLA	5541	33	3.673811297		
REGION_10	FRENCH CREEK	WASHINGTON	CHELAN	28	1	53.07352744		
REGION_10	TWENTYFIVE MILE CREEK	WASHINGTON	CHELAN	64	8	67.73883101		
REGION_10	DANNY WALKER CREEK	WASHINGTON	MASON	384	3	40.3934738		
REGION_10	OYSTER CREEK	WASHINGTON	SKAGIT	1242	7	49.98840655		
REGION_10	SAND CREEK	WASHINGTON	CHELAN	50	4	67.49228103		
REGION_10	FOOLHEN CREEK	WASHINGTON	CHELAN	47	4	39.70906112		
REGION_10	PESHASTIN CREEK	WASHINGTON	CHELAN	41	4	46.69951664		
REGION_10	TRIB. LAKE CREEK	WASHINGTON	CHELAN	80	4	59.55562194		
REGION_10	TRIBUTARY NASON CREEK	WASHINGTON	CHELAN	40	5	51.54151532		
REGION_10	BOX CREEK	WASHINGTON	CHELAN	18	2	65.65776386		
REGION_10	TRIB LITTLE GIANT CREEK	WASHINGTON	CHELAN	88	1	54.49103671		
REGION_10	MISSION CREEK	WASHINGTON	CHELAN	87	21	62.69457935		
REGION_10	LENNOX CREEK	WASHINGTON	KING	34	3	50.37220826		
REGION_10	NORTH FORK SAUK RIVER	WASHINGTON	SNOHOMISH	35	1	60.9683535		
REGION_10	MINERAL CREEK	WASHINGTON	LEWIS	43	2	58.59130998		
REGION_10	TRIBUTARY TO SNAHAPISH RIVER	WASHINGTON	JEFFERSON	99	9	72.54475603		
REGION_10	RUSHING WATER CREEK	WASHINGTON	PIERCE	66	9	72.64214793		
REGION_10	LITTLE NORTH RIVER	WASHINGTON	GRAYS HARBOR	210	37	7.994873942		
REGION_10	ONION CREEK TRIBUTARY	WASHINGTON	STEVENS	73	16	41.34984541		
REGION_10	COULEE CREEK	WASHINGTON	SPOKANE	2004	86	37.73242144		
REGION_10	LITTLE WENATCHEE RIVER	WASHINGTON	CHELAN	33	8	54.6185421		
REGION_10	PESHASTIN CREEK @ INGALLS CREEK	WASHINGTON	CHELAN	46	3	61.49229296		
REGION_10	TRIBUTARY NASON CREEK	WASHINGTON	CHELAN	85	10	65.61128332		
REGION_10	ICICLE CREEK	WASHINGTON	CHELAN	44	1	46.26089242		
REGION_10	CHIWAWA RIVER	WASHINGTON	CHELAN	47	1	51.18332596		
REGION_10	PANTHER RIVER	WASHINGTON	CHELAN	55	1	75.55182448		
REGION_10	SCOTTY CREEK	WASHINGTON	CHELAN	54	4	55.58005929		
REGION_10	STEVENS CREEK	WASHINGTON	CHELAN	82	1	63.87841141		
REGION_10	FRENCH CREEK	WASHINGTON	CHELAN	43	1	74.4702532		
REGION_10	MISSION CREEK	WASHINGTON	CHELAN	46	9	58.07011662		
REGION_10	LAKE CREEK	WASHINGTON	CHELAN	88	1	77.37129432		
REGION_10	NEGRO TRIBUTARY	WASHINGTON	CHELAN	46	1	60.30181306		
REGION_10	NASON CREEK	WASHINGTON	CHELAN	66	2	62.07943951		
REGION_10	EAGLE CREEK	WASHINGTON	CHELAN	173	31	45.18674193		
REGION_10	BOULDER CREEK	WASHINGTON	CHELAN	25	1	51.69115575		
